psc,naics,description,0
7025,541519.0,"COMMODITIES ENTERPRISE CONTRACT DELIVERY ORDER MODIFICATION TO EXERCISE OPTIONAL REQUIREMENTS TO ESTABLISH A WIFI NETWORK UPGRADE FOR THE DEPARTMENT OF VETERANS AFFAIRS, FINANCIAL SERVICES CENTER, LOCATED IN AUSTIN, TEXAS.",1
5930,334419.0,8507822187!PUSH BUTTON,1
DA10,541519.0,THIS DELIVERY ORDER IS FOR RED HAT LICENSES AND SUPPORT RENEWAL PER ATTACHED QUOTE # PAWB05082023A DATED 06/20/2023. THE PERIOD OF PERFORMANCE IS 07/01/2023 -06/30/2024.NASA'S RED HAT SEWP CATALOG 80NSSC19Q0833 TERMS AND CONDITIONS APPLY.,1
5999,334511.0,"THIS AWARD IS FOR THE ENGINEERING SERVICES IN SUPPORT OF PREVIOUSLY PROCURED MPCE AND CMPT SYSTEMS, WITH OPTIONS OVER FOUR YEARS FOR ADDITIONAL MPCE, CMPT, AND MPPCS SYSTEMS, SYSTEM REFRESHES, AND SPARES.",1
R606,561492.0,COURT REPORTING SERVICES - ESQUIRE DEPOSITION SERVICES WILL PROVIDE VERBATIM REPORTING/TRANSCRIPTION AND VIDEOGRAPHY SERVICES OF THE DEPOSITIONS IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK  (SOW) IN MATTER OF: US V GEORGIA (N.D GA) DJ 166-19-1,1
DD01,541512.0,"TRANSFORMATION TWENTY-ONE TOTAL TECHNOLOGY NEXT GENERATION (T4NG) (VINCI) SUSTAINMENT, DATA MANAGEMENT, AND SYSTEM ADMINISTRATION SERVICES, MODIFICATION TO EXERCISE AND EXTEND OPTION PERIOD FOUR AND OPTIONAL TASK FOUR",1
R499,561611.0,"CALL #FCG-21-043 ADMINISTRATIVE FACT-FINDING INVESTIGATION SERVICES FOR ALLEGED EMPLOYEE MISCONDUCT (NON-CRIMINAL), IA 62011-A1 FOR THE DEPARTMENT OF THE INTERIOR (DOI), BUREAU OF LAND MANAGEMENT (BLM).",1
C220,561621.0,RESIDENTIAL SECURITY UPGRADE,1
Y1PZ,237990.0,"MOD P00008 | FUEL RE-IMBURSEMENT | AWARDED CONTRACT (FY-21) | BATH NATIONAL CEMETERY | GRAVESITE EXPANSION CONSTRUCTION PHASE 1, & PRE-PLACE CRYPTS (916) PPC DELIVERED ON SITE |  PROJECT NO. 803CM3014...",1
DA01,541511.0,US E-7A UNITED STATES GOVERNMENT (USG) DEVSECOPS PIPELINE (DSOP),1
5975,335999.0,"8506378586!CONDUIT,METAL,RIGID",1
7E20,541519.0,"THIS MODIFICATION IS TO CHANGE CLIN 0004 FROM SALAMANDER FPS SERIES X-LARGE FPSXL-XL-CART MOBILE STAND FOR MICROSOFT SURFACE HUB 85"" TO STEELCAST ROAM MOBILE 85"" MICROSOFT SURFACE HUB 2S. ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.",1
4920,334515.0,MODIFICATION TO EXTEND THE PERIOD OF PERFORMANCE ON CLINS 0001-0007 TO 30 SEPT 2021.,1
6635,334516.0,MODIFICATION PROVIDES FOR THE TRANSFER AND DISPOSITION OF GFE.,1
6130,334416.0,8510653154!BATTERY POWER SUPPLY,1
N063,238210.0,"MODIFICATION FOR CHANGING UNIT OF MEASURE ""JOB"" TO ""LOT"" , 8 SFS CVI GATE FOR CCTV INFRASTRUCTURE",1
Z2AA,236220.0,"CONTRACT GS11P17YMC0021, DESIGN/BUILD FOR WEATHER STRIPPING/SEALING AT MULTIPLE BUILDINGS IN THE WASHINGTON, DC AREA, IS HEREBY MODIFIED TO EXTEND THE CONTRACT COMPLETION DATE, AT NO ADDITIONAL COST TO THE GOVERNMENT TO JULY 31 2018. ORIGINAL CONTRACT AMOUNT - $235,000.00 MODIFICATION PC01 - $0 MODIFICATION PC02 - $0 MODIFICATION PA04 - $0 CONTRACT AMOUNT TO DATE: $235,000.00 ALL OTHER TERMS AND CONDITIONS SHALL REMAIN THE SAME.",1
Z1EC,561621.0,"IGF::OT::IGF TM-HQ-15-C-0059 MOD P0001- FIRE ALARM, SPRINKLER, FIRE PUMP AND SUPPRESSION SYSTEM",1
5935,541519.0,DEOBLIGATION OF FUNDS,1
6640,334516.0,CONVIRON MODEL PGC-FLEX PLANT GROWTH CHAMBER,1
7510,339940.0,MARKER TUBE TYPE BLACK EXPO DRI-ERASE MARKER USEON DRYWIPE BOARDS SANDFORD PN 83001,1
Z1DA,236220.0,515-21-702 EHRM INSTALL NEXT GEN WI-FI JOB ORDER CONTRACT - BATTLE CREEK VA,1
5975,335931.0,"8509307405!SHELF,ELECTRICAL EQ",1
J020,811310.0,IGF::OT::IGF QTY CHANGE FROM 32 TO 24 REPAIRED. 8 BER.,1
7010,334111.0,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION YEAR 2 OF TIRNO-17-T-00065.,1
5680,423610.0,4540012251!TECHNOMARK TRANSPORT TROLLEY FOR MULTI 4,1
5950,335311.0,"8505238180!TRANSFORMER,POWER",1
D318,334516.0,CALIBRATION SERVICES FOR K4B2 SYSTEM,1
C219,541370.0,"IGF::OT::IGF NOS/OCM - GEOSPATIAL SUPPORT SERVICES - HIGH RESOLUTION LAND COVER MAPPING - SKAGIT COUNTY, WA",1
D318,541512.0,IGF::OT::IGF EXERCISE OF OPTION PERIOD 1 AND OPTIONAL TASKS 6001 AND 6002 FOR VIEWS TASK ORDER,1
5821,334220.0,"8508180378!CAMERA SET,TELEVISI",1
7030,334111.0,7735 GS35F0526M $ 278.51 DEST P/N SSLS2208 04/23/2019 TCMAX WIRED 1D SCANNER WITH 6' USB CABLE AWARD MADE IAW GSA ADVANTAGE INCORPORATED AND MADE PART OF THIS AWARD-L5 EMAIL DIANA GENTRY IF YOU HAVE ANY QUESTIONS DIANA.GENTRY@GSA.GOV MUST BE PA,1
7020,334111.0,"THE PURPOSE OF THIS REQUIREMENT IS FOR PURCHASE OF QTY 75, STANDARD UNCLASSIFIED ADMIN LAPTOP SSD(WITH DOCKING STATION), QTY75 LAPTOP CARRYING CASE, AND QTY 75 FOR TABLETS: EXTERNAL DVD WRITER, USB CONNECTION.",1
Z2KA,237990.0,"IMPLEMENT CHANGES CL153, CL206 PER AUTHORITY OF 52.211-18 AND CHANGES CL179, CL197 PER AUTHORITY OF FAR 52.243-4. TOTAL CONTRACT PRICE IS INCREASED BY $355,507.67 TO $275,398,627.23. THE CONTRACT COMPLETION DATE REMAINS UNCHANGED AT JANUARY 17, 2026.",1
D303,518210.0,"WORK CONSISTS OF DATA ENTRY AND ANALYSIS OF ACQUISITION DATA, AND ADMINISTRATIVE SUPPORT IN SUPPORT OF THE PROCUREMENT OPERATIONS DIVISION UNDER THE MANAGEMENT OPERATIONS DIRECTORATE OF NASA'S GODDARD SPACE FLIGHT CENTER.",1
Q999,541618.0,INCORPORATE FAR CLAUSE 52.204-25 PROHIBITION ON CONTRACTING FOR CERTAIN TELECOMMUNICATIONS AND VIDEO SURVEILLANCE SERVICES OR EQUIPMENT.,1
7035,561621.0,ONSITE MAINTENANCE - ACCESS CONTROL SYST,1
5680,423610.0,4543275965!REPLACEMENT FILTER NEO-PURE NP217,1
5680,423610.0,4544413286!APEX TOOLS0190MC 24 BOLT CUTTER FOR CUTT,1
7021,541519.0,SUPPLY:    ENGINEERING FY2020 COMPUTER ORDER R3,1
5810,334118.0,THE PURPOSE OF THIS MODIFICATION IS TO UPDATE ATTACHMENT 11B TO REFLECT THE NEW LABOR CATEGORIES AND LABOR RATES DATED 18 DECEMBER 2018. IT IS ALSO TO INCORPORATE QASP AS ATTACHMENT 0015. AS A RESULT NO CHANGES TO THE CONTRACT CEILING,1
Z1QA,237990.0,"TACTICAL INFRASTRUCTURE MAINTENANCE EL CENTRO PM AND SCHEDULED MAINTENANCE OPTION 3, ONE-MONTH FUNDING UNDER CR",1
R499,541519.0,THIS PO IS ISSUED TO PROCURE THE DOMAIN TOOLS DOMAIN AND IP DATA API AIDS IN AUTOMATING THREAT ANALYSIS CAPABILITY AND STREAMLINING REVIEW OF SUSPECT DOMAINS AND IPS TO IDENTIFY NEW INTRUSION ACTIVITY AT NIH.   ALL OTHER TERMS AND CONDITIONS ARE IN,1
Z2JZ,236220.0,REMOVE THE RUSTED SECTIONS OF THE EXISTING SIX (6) WATER TANK ROOF TRUSSES AND INSTALL NEW STEEL TUBES TO MATCH THE EXISTING STEEL TUBE IN PROFILE AND THICKNESS. SAND ALL TRUSSES AND REPLACE ONE GRUNDFOS PUMP MODEL A96.,1
5680,423610.0,4545535574!ALLEGHENY 10512 ALTRA MIL5 80W90 SS GEAR,1
R606,561492.0,"PROVIDE VERBATIM HEARING RECORDER SERVICES FOR THE ALBUQUERQUE, NEW MEXICO HEARING OFFICE ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES. MODIFICATION TO ADD THE STATEMENT OF EQUIVALENT RATES FOR FEDERAL HIRES CLAUSE.",1
R499,541990.0,BIOLOGIST II  LYNXNET TASK ORDER DEOB EXCESS FUNDING FOR TRAVEL AND CLOSE-OUT,1
7030,334111.0,HYPERFEX HARDWARE INSTALL POP MOD,1
7021,334111.0,MULTFUNTIONAL DEVICE,1
U006,611710.0,TESTING SPECIALIST AND ASSISTANT EDUCATION ADVISOR POSITIONS FOR LITTLE ROCK AIR FORCE BASE EDUCATION CENTER,1
F003,115310.0,"TENDER, WATER, TYPE 1 83748 1934272673 IB210007684",1
W070,541519.0,COPIER OPERATING LEASE PLAN WITH CONSUMABLE SUPPLIES (EXCEPT PAPER)FOR 14 DEVICES,1
DG11,541519.0,RECURRING DATA ONLY SERVICE FOR VERIZON EQUIPMENT ON THE FBI BPA J-FBI-11-317A.  POP 3/28/2021-3/27/2022,1
R405,518210.0,WCRI SPECIAL COVID19 STUDY,1
6130,335999.0,8505595818!POWER SUPPLY,1
5970,335999.0,"8505138038!INSULATOR,ANGLE BRA",1
Z2JZ,236220.0,"R00001,  CI002, A00001 SUSPENSION OF WORK",1
6695,334519.0,"8506122064!CLEARANCE GAGE,TRAN",1
R425,541990.0,"MSRP WILL IMPROVE THE BUSINESS AND TRADE ENABLING ENVIRONMENT IN MOLDOVA BY HELPING GOM INSTITUTIONS AND THE PRIVATE SECTOR ACCELERATE THE IMPLEMENTATION OF TRADE LIBERALIZATION MECHANISMS, ADOPT STRUCTURAL AND BUSINESS ENABLING REFORMS, AND IMPROVE STRATEGIC COMMUNICATIONS BETWEEN THE PRIVATE AND PUBLIC ACTORS.",1
C1QA,236220.0,P510 TN-2021138-19 MOD TO ADD CLIN 2002 AND CHANGE POP,1
1285,334511.0,"THE PURPOSES OF THIS MODIFICATION ARE TO: (1) CORRECT THE FUNDING INFORMATION FOR SLINS 0001DD AND 1001BA, WHICH WERE OMITTED IN P00008; AND, (2) UPDATE SECTION I TO ADD CLAUSE 252.204-7012, SAFEGUARDING OF UNCLASSIFIED CONTROLLED TECHNICAL INFORMATION.",1
9905,488190.0,8507573102!(M) ID PLATE 41010456,1
R617,541922.0,"THIS PURCHASE ORDER IS FOR SERVICES WITH AGENCE FRANCE PRESSE  (AFP) AND INCLUDES SERVICES FOR ONE BASE YEAR AND TWO ONE-YEAR  OPTION PERIODS.  THE PURPOSE OF THIS MODIFICATION IS TO:(1)  EXERCISE OPTION YEAR 1 (SEPTEMBER 1, 2022 THROUGH AUGUST 31",1
7310,488190.0,"MODIFICATION P00002, EFFECTIVE 9.2.2021, LINE ITEM 4 SERIAL NUMBER CHANGE.",1
R606,561492.0,"IGF::CL:IGF TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR 4050 HEARINGS AND 405 CANCELLATIONS AT THE LAS VEGAS, NEVADA HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
7930,334111.0,"STONE, SHARPENING, UN-MOUNTED, NOT OIL IMPREGNATED, NATURAL (NOVACULITE), ROUND STYLE, HARD DENSITY, 3.00 - 3.500 INCH LENGTH, .250 - .312 INCHDIAMETER",1
AC61,488190.0,THE PURPOSE OF THIS MODIFICATION IS TO REALIGN RDTE FUNDING FROM LABOR TO MATERIAL.,1
5680,423610.0,"4560530059!""CONTROL, FAN SPEED 460-575VAC 4AMPMODEL",1
F003,115310.0,JD FORESTRY LLC CA-ONC-000003 E-306,1
R799,541519.0,"THE PURPOSE OF THIS MODIFICATION IS TO: A. DE-OBLIGATE THE CONTRACT BY $10.40 AND B. CLOSEOUT THIS CONTRACT PURSUANT TO FAR 4.804-1(A)(1) ""CLOSEOUT BY THE OFFICE ADMINISTERING THE CONTRACT"" - FILES FOR CONTRACTS USING SIMPLIFIED ACQUISIT",1
7030,541519.0,"PERPETUAL SOFTWARE LICENSE - SUBJECT TO COOPERATIVE PURCHASING SOFTWARE MAINTENANCE - SUBJECT TO COOPERATIVE PURCHASING CLASSROOM TRAINING - SUBJECT TO COOPERATIVE PURCHASING INFORMATION TECHNOLOGY SERVICES - SUBJECT TO COOPERATIVE PURCHASING INCLUDES OPERATING SYSTEM SOFTWARE, APPLICATION SOFTWARE, EDI TRANSLATION AND MAPPING SOFTWARE, ENABLED E-MAIL MESSAGE BASED PRODUCTS, INTERNET SOFTWARE, DATABASE MANAGEMENT PROGRAMS, AND OTHER SOFTWARE. INCLUDES MAINTENANCE OF SOFTWARE. INCLUDES TRAINING. INCLUDES RES",1
Z2AA,236220.0,"TASK ORDER 47PG0818F0070, NRC, WALL PARTITION IS BEING MODIFIED AS FOLLOWS: 1.  TASK ORDER VALUE IS BEING INCREASED BY $3,770.45 DUE TO ADDING WINDOWS TO THE WALL PARTITIONS. 2.  COMPLETION DATE IS CHANGED FROM OCTOBER 17, 2018 TO READ MARCH 29, 2019, DUE THE LEAD TIME NEEDED FOR THE PARTITIONS. 3.  ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED.",1
Y1AZ,236220.0,"THIS MODIFICATION IS ISSUED FOR ALL OF THE REQUIRED CONSTRUCTION SERVICES NECESSARY TO ADDRESS ANY AND ALL REMAINING COST AND TIME IMPACTS ASSOCIATED WITH CHANGE ORDER REQUEST (COR) 810299 RELATED TO THE CALTRANS PERMANENT ENCROACHMENT PERMIT. THIS WORK IS IN SUPPORT OF THE EXPANSION&RECONFIGURATION PROJECT, PHASE 3 AT THE SAN YSIDRO LAND PORT OF ENTRY IN SAN DIEGO, CA.   THE PARTIES HAVE AGREED TO AN INCREASE IN THE CONTRACT PRICE IN THE TOTAL AMOUNT OF $300,000.00. NO CONTRACT TIME EXTENSION IS GRANTED. T",1
6350,811310.0,USMS NATIONWIDE VEHICLE BARRIER MAINTENANCE AND REPAIR CONTRACT DJM-14-A32-V-0016. OPTION YEAR 3. BARRIER PREVENTIVE MAINTENANCE PROGRAM PERIOD OF PERFORMANCE  10/01/2017 THRU 09/30/2017 BASED ON THE AVAILABILITY OF FUNDING.,1
7E20,334111.0,PROCUREMENT OF JOINT CONFLICT AND TACTICAL SIMULATION COMPUTER HARDWARE IN SUPPORT OF JORDAN ARM FORCES,1
C215,541370.0,"QUADRANGLE ATLAS DIGITAL MAP PRODUCTION NEEDED FOR THE TONTO NF.  SEE ATTACHED STATEMENT OF WORK.  PERFORMANCE LOCATION OAKLAND, CA.  TOTAL COST OF PROJECT NTE $19,256.25.  PERIOD OF PERFORMANCE 6 AUG 2014 THRU 30 SEPTEMBER 2015.  IGF::OT::IGF",1
7630,518210.0,CONTRACT CLOSE-OUT,1
R606,561492.0,"THIS IS A REQUEST FOR A TASK ORDER TO BE ISSUED AGAINST IDIQ CONTRACT 1605DD-19-D-0002 FOR COURT REPORTING SERVICES. THE SECRETARY OF LABOR PLANS TO TAKE THE DEPOSITION OF THREE WITNESSES IN THE OSHA MATTER, SECRETARY V. MILLER INSULATION COMPANY, I",1
Z1AZ,236220.0,"THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE ASBESTOS ABATEMENT SERVICES.  SOW DATED 2/27/19 AND HAMMER COST PROPOSAL DATED 3/1/19 ARE HEREBY INCORPORATED BY REFERENCE.  AS A RESULT OF THIS MODIFICATION, THE CONTRACT COMPLETION DATE IS EXTENDED SEVEN (7) DAYS FROM 10/1/19 TO 10/8/19.  AS A RESULT OF THIS MODIFICATION, THE TOTAL CONTRACT PRICE IS INCREASED BY $12,796.43 FROM $682,711.00 TO $695,507.43",1
C211,541370.0,IGF::OT::IGF MODIFICATION TO ADD MONUMENT MARKERS TO SONORA BEND,1
R606,561492.0,"IGF::CL::IGF TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR 3513 HEARINGS AND 351 CANCELLATIONS AT THE PEORIA, ILLINOIS HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
R606,561492.0,"VERBATIM HEARING RECORDER TASK ORDER AGAINST CONTRACT # SS05-17-6R006 FOR TELEPHONE/OVH HEARINGS, CANCELLATIONS, AND START-UP ACTIVITIES FOR ORLAND PARK, IL HEARING OFFICES, INCLUDING REMOTE AND SATELLITE OFFICES. MODIFICATION TO DE-OBLIGATE $45,704.",1
Y1AA,236220.0,"THIS MODIFICATION IS BEING ISSUED TO PROVIDE ALL OF THE REQUIRED DESIGN-BUILD SERVICES NECESSARY TO FURNISH AND INSTALL A FULLY OPERATIONAL ACCESS CONTROL SYSTEM FOR THE GSA IN THE NORTHBOUND PEDESTRIAN BUILDING AND HISTORIC CUSTOMS HOUSE AS IDENTIFIED IN CHANGE ORDER REQUEST (COR) #071. THIS WORK IS IN SUPPORT OF EXPANSION&RECONFIGURATION PROJECT PHASE 2 AT THE SAN YSIDRO LAND PORT OF ENTRY IN SAN DIEGO, CA.  THIS MODIFICATION IS FOR THE TOTAL AMOUNT OF $170,408.00. AS A RESULT OF THIS MODIFICATION NO CONT",1
5935,334419.0,"8507593207!SOCKET,PLUG-IN ELEC",1
Z2AA,236220.0,"USBC CHAMBER MODIFICATION PROJECT MINNEAPOLIS US COURTHOUSE&FEDERAL BUILDING 300 SOUTH 4TH STREET MINNEAPOLIS, MN  55414 THE AWARD IS FOR MODIFICATION ON U.S. BANKRUPTCY CHAMBERS AT THE MINNEAPOLIS US COURTHOUSE.",1
D399,541513.0,"ELECTRONIC SECURITY SYSTEMS SUPPORT TO PROVIDE INTRUSION DETECTION SYSTEM ALARM MONITORING AND REPORTING SERVICES AS WELL AS THE MAINTENANCE, REPAIRS, UPGRADES, AND INSTALLATION OF NEW ELECTRONIC SECURITY SYSTEMS AND SUPPORTING INFRASTRUCTURE.",1
U002,541690.0,IGF::OT::IGF  AGILE CONFERENCE/TRAINING,1
DA10,541519.0,PREM-SM-1,1
DJ01,541519.0,CSIPS TASK AREA 5 SECURITY ASSESSMENT AND AUTHORIZATION SUPPORT SERVICES   ADMINISTRATIVE MODIFICATION TO CHANGE ACO IN SYSTEMS.,1
R425,541990.0,CENTER FOR DEVICES AND RADIOLOGICAL HEALTH (CDRH) SEEKS THE HEALTH FFRDC OPERATOR SUPPORT FOR THE CASE FOR QUALITY (CFQ) STRATEGIC SUPPORT TO CONTINUE IMPLEMENTATION OF THE MEDICAL DEVICE INFORMATION ANALYSIS AND SHARING (MDIAS) DATA SHARING AND ANAL,1
Z2AA,236220.0,"CONTRACT NUMBER 47PF0020C0007 CONSTRUCTION MANAGEMENT AS CONSTRUCTOR SERVICES FOR THE 24TH FLOOR U. S. MARSHALS SERVICE RENOVATION AT THE EVERETT MCKINLEY DIRKSEN U.S. COURTHOUSE IN CHICAGO, IL. MODIFICATION PS0013 - LIGHTING FIXTURE MODIFICATIONS.",1
7050,541519.0,"THIS FIRM FIXED PRICE DELIVERY ORDER, 70B04C18F00001400, IS ISSUED AGAINST THE DEPARTMENT OF HOMELAND SECURITY FIRSTSOURCE II CONTRACT HSHQDC-12-D-00012 FOR INFRASTRUCTURE EQUIPMENT FOR OTAY MESA SUPPORT IN SUPPORT OF THE FIELD SUPPORT DIRECTORATE (FSD).",1
Z2AA,236220.0,INSTALLATION OF SECURITY GATES AT THE PETERSON SPACE FORCE BASE WEST GATE SEARCH AREA.,1
5975,335932.0,8506918638!STUFFING TUBE,1
5962,334220.0,ASY00062-01,1
5995,335931.0,"8505645239!CABLE ASSEMBLY,SPEC",1
7510,339940.0,"ERASER, WHITEBOARD: ITEM NAME ERASER, WHITEBOARD OVERALL COLOR CHARCOAL GRAY OVERALL MATERIAL SOFT PILE USAGE DESIGN FOR USE ON ANY WHITEBOARD SURFACE, SUCH AS, PORCELAIN ENAMEL SPECIAL FEATURES SCRATCH FREE; QUICKLY REMOVES MARKINGS; SOAP AND WATER",2
5935,334417.0,"8505351542!CONNECTOR,PLUG,ELEC",1
Z1ED,236220.0,INCORATE PROPOSED CHANGES (PC)  PC 0085 ROOF DRAIN CONFLICTS W / STRUCTURAL STEEL @ D-LINE LOW BAY PC0247 DELETE ELECTRICAL DUCT BANK SCOPE @ MANHOLE 9&10 PC 0256 VRC MOUNTING BRACKET CONFLICT WITH SPANDREL GLASS PC 0258 DATACOM IN Q-151,1
D307,541512.0,WIRING SERVICES.,1
R710,522390.0,"TO MODIFY THE PRICING STRUCTURE IN SECTION B OF THE IDIQ CONTRACT, PREVIOUSLY REVISED PER MODIFICATION P00133, TO INCLUDE PRICING FOR CHANGE REQUEST (CR) 5654 (COVID-19 CARES ACT EXTENSION) ADMINISTRATIVE FORBEARANCE",1
H999,334516.0,"PURCHASE OF A TSQ TSQ02-10003 FORTIS MS/MS SYSTEM AND RELATED SUPPLIES/SOFTWARE/ACCESSORIES. INCLUDES STANDARD 3 YEAR FACTORY WARRANTY.    IN OCTOBER OF 2018, TRMG SUSTAINED SIGNIFICANT DAMAGE FROM HURRICANE MICHAEL. THEY LOST THEIR ANALYTICAL CHE",1
7B22,334111.0,"ITAR-24-3148  SLI: 55842  1 DELL VXRAIL   ITAR-24-3148S QUOTES FOR COMPETITION: RED RIVER QUOTE AMOUNT $369,407.40; CDWG NO BID; AND IRON BOW NO BID.  /  JUSTIFICATION: WE ARE LIFE CYCLING OUR NETAPP BY PURCHASING VXRAIL IN ATLANTA.",1
D302,541513.0,"THE PURPOSE OF THIS IDIQ IS TO PROCURE PROFESSIONAL IT STAFF TO EFFECTIVELY ADMINISTER, MANAGE, AND PERFORM THE DUTIES AND RESPONSIBILITIES AS DEFINED IN THE PERFORMANCE WORK STATEMENTS (PWS):  PROGRAM MANAGEMENT&INTEGRATION SUPPORT(PM/IS)(ATTA",1
D316,541519.0,"OPERATIONAL SUPPORT TO SUCCESSFULLY MAINTAIN THE FORESCOUT COUNTERACT APPLIANCE. THE TOOL PROVIDES DISANET THE CAPABILITY OF MEETING NETWORK ACCESS CONTROL STIGS AND ALSO PROVIDES CENTRALIZED MANAGEMENT, REMEDIATION CAPABILITY, AND END POINT PROFILING AND INSPECTION.",1
F003,115310.0,"F-2020-AZ-KNF-000359-0692A, 2 MANGUM, AZ-KNF-000359, E-133",1
D304,541519.0,SATCOM AIRTIME,1
5935,334417.0,"8504945183!CONNECTOR,PLUG,ELEC",1
Y1PZ,237990.0,"W912P8-15-D-0002-0002 AMODS 1A-1D, HURRICANE STORM DAMAGE RISK REDUCTION SYSTEM (HSDRRS), WESTBANK AND VICINITY, WBV-ARM-01 SYSTEM ARMORING, (EASTERN-TIE-IN-01), WBV-90 REACH, PLAQUEMINES PARISH, LOUISIANA IGF::OT::IGF",1
Y1JZ,236220.0,"IGF::CT::IGF SOFA REVISED PAVEMENT REQUIREMENTS FOR THE CONSTRUCT ASPHALT AREA BY B-3237, STUTTGART ARMY AIRFIELD",1
7510,325992.0,"PAPER,8.5X11,INDEX,250,WH",1
D399,541519.0,"ANNUAL SUPPORT AND MAINTENANCE, EXERCISING OPTION YEAR 3",1
R606,561492.0,"IGF::CL::IGF TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR 1050 HEARINGS AND 105 CANCELLATIONS AT THE HONOLULU HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
W074,541519.0,CANCEL THE AWARD IN IT'S ENTIRETY.  DENVER LEASE COPIERS AND MAINTENANCE,1
R408,541690.0,"IGF::OT::IGF VISN 18 ESPC PF PHASE 2 FOR EL PASO, TX, AND ALBUQUERQUE, NM VAMC TO PROVIDE ASSISTANCE FOR THE PROJECT TEAM AND IS REQUIRED TO AID THE VISN ENERGY MANAGER DURING THE ACQUISITION PROCESS. THIS IS A FOLLOW ON CONTRACT TO AN EXISTING REQUIREMENT.",1
5810,334210.0,USAF ACC/A3 FACT KIT(S) THAT ENABLE ORGANIC NETWORK ACCESS CAPABILITIES UTILIZING EXISTING COMMERCIAL CELLULAR INFRASTRUCTURE IN THE US AND INTERNATIONALLY. THIS FACT KIT CAN ALSO BE MATED WITH SATELLITE COMMUNICATIONS CAPABILITIES (NOT INCLUDED).,1
6640,811310.0,PURCHASE OF QUANTITY 2 GLOBAL ANALYZER CRDS DUAL CHANNEL TRUE NOX ANALYZERS AND QUANTITY 1 DIRECT OPTICS PHOTOLYTIC NO2 CONVERTER,1
Z2ED,236210.0,IGF::OT::IGF X008 DEMOLISH WASTE DISPOSITION ROOM,1
W099,811310.0,CHILLER RENTAL,1
6150,335929.0,"8507612357!CABLE ASSEMBLY,SPEC",1
AZ14,541990.0,"THIS MODIFICATION IS ISSUED TO UPDATE THE DELIVERABLES SCHEDULE AND EXTEND THE PERIOD OF PERFORMANCE COMPLETION DATE FROM JUNE 12, 2021 TO SEPTEMBER 30, 2021 AT NO ADDITIONAL COST TO THE GOVERNMENT TO ALLOW ADDITIONAL TIME TO DELIVER TASKS 3, 5, 6, 8",1
D311,541519.0,IGF::OT::IGT THE PURPOSE OF THIS MODIFICATION IS TO CHANGE THE CONTRACTING OFFICER AND THE ADMINISTRATIVE CONTRACTING OFFICER FROM HELEN TIDWELL-ZALDANA TO BRAD DIGGS.  ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED.,1
6680,334514.0,"8504812792!REGULATOR,OXYGEN,DE",1
5865,334511.0,THE PURPOSE OF THIS MODIFICATION IS TO RELEASE CONTRACTOR ACQUIRED PROPERTY FROM THIS TASK ORDER.,1
Z2AZ,236220.0,"REPLACE VC RESTROOM ROOF, ORGAN PIPE CACTUS NATIONAL MONUMENT",1
DD01,541519.0,ITSS IMCOM-E - ADMINISTRATIVE MOD TO ADD PR MOD,1
Y1EA,236220.0,"CONTRACT FOR CY10 A10Y109 (C4I080) USFK OPERATIONS CENTER (BUILDING PHASE/US) & YRP PNA08Y101 (C4I030-1), PHASE III FACILITY AT USAG HUMPHREYS, KOREA. CR #SO199. PERFORM RE-TAB AND ALLOW JOINT COMMISSIONING.",1
7K20,541519.0,CISCO SERVER RACKS,1
7035,334111.0,CONFIGURATION 12 - MULTIFUNCTION COLOR - DEPARTMENT 20-100 USERS,1
5120,334290.0,EO14042 THIS CONTRACT IS HEREBY MODIFIED TO INCORPORATE FEDERAL ACQUISITION REGULATION (FAR) CLAUSE 52.223-99 ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS FOR FEDERAL CONTRACTORS - FEDERAL SUPPLY SCHEDULE CONTRACT,1
7A21,541519.0,SUBSCRIPTION RENEWAL OF 28321323FDX030064 FOR AUTODESK AUTOCAD.,1
S111,221122.0,CONTRACTOR PROVIDES NATURAL GAS AND TRANSPORTATION OF NATURAL GAS TO THE PRIMARY CARE ANNEX.,1
7510,339940.0,"HP 651A, (CE340A-G) BLACK ORIGINAL LASE",1
